"Plate Number/Position Number",Prestw number,Chemical name,Structure,Broad Therapeutic class,Reported therapeutic effect,Inhibition Index
02H07,Prestw-156,Ivermectin,,Infectiology 'Metabolism,Antihelmintic 'Antiparasitic,-0.126270588
02E07,Prestw-126,Mefloquine hydrochloride,,Infectiology,Antimalarial 'Antineoplastic,-0.126343063
07A08,Prestw-487,Daunorubicin hydrochloride,,Infectiology 'Oncology,Antibacterial 'Antineoplastic,-0.126782844
16D04,Prestw-1766,Benidipine hydrochloride,,Cardiovascular,Antihypertensive,-0.12687097
02E05,Prestw-1184,Tioconazole,,Infectiology 'Metabolism,Antifungal 'Antifungal,-0.127104057
09B11,Prestw-660,Avermectin B1,,Infectiology,Antihelmintic,-0.12783167
05H10,Prestw-399,Prochlorperazine dimaleate,,Central Nervous System,Antiemetic 'Antipsychotic,-0.129897678
02C03,Prestw-102,Amoxapine,,Central Nervous System,Antidepressant 'Antipsychotic 'Detoxifying agents for antineoplastic treatment,-0.130474172
01H09,Prestw-78,Thioridazine hydrochloride,,Central Nervous System,Antipsychotic 'Antineoplastic,-0.131372932
09G06,Prestw-705,Methyl benzethonium chloride,,Infectiology,Antibacterial,-0.131390886
01G05,Prestw-64,Chlorpromazine hydrochloride,,Cardiovascular 'Central Nervous System,Antiemetic 'Antihypertensive 'Antipsychotic,-0.131842177
17E04,Prestw-1872,Ancitabine hydrochloride,,Oncology,Antineoplastic,-0.132884874
10C08,Prestw-1600,Aprepitant,,Metabolism,Antiemetic,-0.133421618
05C09,Prestw-348,Chlorprothixene hydrochloride,,Central Nervous System,Antiemetic 'Antipsychotic,-0.134237624
08B10,Prestw-1297,Lacidipine,,Cardiovascular,Antihypertensive,-0.134407646
08G11,Prestw-630,Dimethisoquin hydrochloride,,Neuromuscular,Antipruritic 'Local anesthetic,-0.135118915
05C07,Prestw-346,Maprotiline hydrochloride,,Central Nervous System,Antidepressant 'Anxiolytic  'Antineoplastic,-0.135798054
10F08,Prestw-777,Alexidine dihydrochloride,,Infectiology,Antibacterial 'Antifungal 'Antineoplastic,-0.136591625
13A07,Prestw-966,Sotalol hydrochloride,,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypertensive,-0.137011648
05G07,Prestw-386,GBR 12909 dihydrochloride,,Central Nervous System,Antidepressant,-0.137456011
05D06,Prestw-355,Hycanthone,,Infectiology,Antihelmintic 'Antiparasitic,-0.138333753
03D11,Prestw-200,"(S,+) Camptothecine",,Oncology,Antineoplastic 'Antineoplastic,-0.138772124
08C07,Prestw-1211,Alfacalcidol,,Metabolism,Antiosteoporetic,-0.139608802
02E06,Prestw-125,Perphenazine,,Central Nervous System,Antiemetic 'Antipsychotic 'Antineoplastic 'Antineoplastic,-0.145005526
19G02,Prestw-1988,Cinacalcet hydrochloride,,Endocrinology,Antihyperparathyroid,-0.148133605
09D07,Prestw-676,Beta-Escin,,Metabolism 'Oncology,Antineoplastic 'Diuretic,-0.154379231
04G09,Prestw-308,Pimozide,,Central Nervous System,Antipsychotic 'Antibacterial 'Antineoplastic,-0.166683342
04H11,Prestw-320,Fluphenazine dihydrochloride,,Central Nervous System,Antipsychotic,-0.168884442
04C10,Prestw-269,Clomipramine hydrochloride,,Central Nervous System,Antidepressant,-0.168934467
04H04,Prestw-313,Trifluoperazine dihydrochloride,,Central Nervous System,Antiemetic 'Antipsychotic 'Antineoplastic,-0.169684842
04G07,Prestw-306,Clemastine fumarate,,Allergology 'Central Nervous System,Antiemetic 'Antihistaminic 'Sedative,-0.171135568
04F05,Prestw-294,Pimethixene maleate,,Allergology 'Central Nervous System 'Respiratory,Antihistaminic 'Antitussive 'Bronchodilator 'Sedative,-0.171385693
04G05,Prestw-304,Econazole nitrate,,Infectiology 'Metabolism,Antifungal 'Antifungal 'Antineoplastic 'Antibacterial,-0.171785893
04H09,Prestw-318,Quinacrine dihydrochloride hydrate,,Infectiology 'Metabolism,Antihelmintic 'Antileishmanial 'Antimalarial  'Antiparasitic 'Antitrichomonal 'Antiprotozoal,-0.172436218
18C03,Prestw-1960,Bithionol,,Dermatology,Antihelmintic 'Antiparasitic,-0.174162451
04E07,Prestw-286,Perhexiline maleate,,Cardiovascular,Antianginal 'Antineoplastic 'Antibacterial,-0.177588794
17F08,Prestw-1899,Proflavine hemisulfate,,Infectiology 'Diagnostic,Antiseptic 'Antibacterial 'Contrastant,-0.177935806
04C08,Prestw-267,Clotrimazole,,Infectiology,Antibacterial 'Antifungal 'Antibacterial,-0.17933967
15D06,Prestw-1479,Triclosan,,Infectiology,Antibacterial 'Antiseptic 'Antifungal,-0.180822547
04B05,Prestw-254,Nortriptyline hydrochloride,,Central Nervous System,Antidepressant 'CNS Stimulant,-0.183791896
04C11,Prestw-270,Fendiline hydrochloride,,Cardiovascular, 'Antianginal 'Antibacterial,-0.184442221
12H03,Prestw-1197,Toremifene,,Endocrinology,Antineoplastic,-0.20403541
12E06,Prestw-925,Thonzonium bromide,,Dermatology,Antiseptic 'Antifungal,-0.207423348
11G04,Prestw-1801,Ciclesonide,,Respiratory,,-0.217744141
16A02,Prestw-1764,Nelfinavir mesylate,,Infectiology 'Oncology,Antiviral 'Antineoplastic,-0.219813051
15F02,Prestw-1196,Topotecan,,Oncology,Antineoplastic,-0.221618034
15E08,Prestw-1390,Desloratadine,,Allergology,Antihistaminic,-0.246074902
16D02,Prestw-1717,Aminacrine,,Infectiology,Antiseptic,-0.246376383
17A09,Prestw-2097,Gramicidin,,Infectiology,Antibacterial,-0.249433019
11A11,Prestw-810,Sulconazole nitrate,,Metabolism,Antifungal 'Antibacterial,-0.251133653
15H02,Prestw-1290,Imatinib,,Oncology,Antineoplastic,-0.261953997
17B10,Prestw-1194,Thimerosal,,Infectiology,Antiseptic 'Antifungal,-0.272189122
17A05,Prestw-2102,Flupentixol dihydrochloride cis-(Z),,Central Nervous System,CNS Stimulant 'Antipsychotic,-0.275110513
17E11,Prestw-1888,Cepharanthine,,Immunology 'Infectiology 'Oncology,Immunostimulant 'Anti-inflammatory 'Antimalarial 'Antineoplastic,-0.277570632
11F02,Prestw-851,Paroxetine hydrochloride,,Central Nervous System,Antidepressant 'CNS Stimulant,-0.277578147
17E09,Prestw-1883,Clofoctol,,Infectiology ,Antibacterial ,-0.278493177
11B02,Prestw-1233,Auranofin,,Metabolism,Analgesic 'Antifungal,-0.278990047
15C09,Prestw-1484,Cladribine,,Oncology,Antineoplastic,-0.279160604
11G03,Prestw-862,Raloxifene hydrochloride,,Endocrinology,Contraceptive,-0.284675804
19E08,Prestw-2054,Salinomycin sodium,,Veterinary 'Infectiology,Antibacterial 'Anticoccidial 'Antiprotozoal,-0.284832445
19D08,Prestw-2087,Mibefradil,,Central Nervous System,Antihypertensive,-0.294822156
19F09,Prestw-2006,Lomitapide,,Metabolism,Hypocholesterolemic,-0.295010642
18E05,Prestw-2030,Ebastine,,Allergology,Antihistaminic,-0.297016293
16C08,Prestw-1715,Algestone acetophenide,,Endocrinology 'Dermatology,Contraceptive 'Anti-inflammatory,-0.303585162
18F10,Prestw-2090,Bosutinib,,Oncology,Antineoplastic,-0.306457396
18E11,Prestw-2042,Tolonium chloride,,Cardiovascular 'Diagnostic,Hemostatic 'Diagnostic,-0.315261124
13A11,Prestw-1602,Indatraline hydrochloride,,Central Nervous System,Antidepressant,-0.326094716
16B05,Prestw-1760,Tegaserod maleate,,Gastroenterology,Gastroprokinetic,-0.33097675
13C09,Prestw-1452,Norgestimate,,Endocrinology,Contraceptive,-0.332650995
15C06,Prestw-1371,Celecoxib,,Metabolism,Anti-inflammatory,-0.337213755
13H02,Prestw-1031,Halofantrine hydrochloride,,Metabolism,Antimalarial,-0.340343695
13D09,Prestw-998,Zuclopenthixol dihydrochloride,,Central Nervous System,Antipsychotic 'Antiviral 'Sedative,-0.34165495
13F10,Prestw-1019,Tribenoside,,Cardiovascular,,-0.344408587
13F05,Prestw-1014,Sertraline,,Central Nervous System,Antidepressant 'CNS Stimulant,-0.346288054
13H11,Prestw-1040,Pyrvinium pamoate,,Metabolism,Antifungal 'Antineoplastic,-0.346856265
13F04,Prestw-1013,Deptropine citrate,,Allergology 'Cardiovascular 'Respiratory,Antihistaminic 'Bronchodilator 'Vasodilator,-0.3511397
14A09,Prestw-1048,Piperacetazine,,Central Nervous System,Antipsychotic,-0.404988014
14C11,Prestw-1362,Vorinostat,,Oncology,Antineoplastic,-0.424349991
15B08,Prestw-1262,Carvedilol,,Cardiovascular,Antihypertensive,-0.425033826
14H05,Prestw-1114,Saquinavir mesylate,,Immunology,Antiviral,-0.427724507
15A11,Prestw-1473,Estradiol Valerate,,Endocrinology,Contraceptive,-0.427944142
14A06,Prestw-1045,Sertaconazole nitrate,,Metabolism 'Infectiology,Antibacterial 'Antifungal,-0.428443666
14C09,Prestw-1068,Thiethylperazine maleate,,Central Nervous System,Antiemetic 'Antivertigo,-0.434916098
14G06,Prestw-1105,Verteporfin,,Ophthalmology,Antineoplastic,-0.444431127
